proxy_kind,calib_method,proxy_batch_size,n,sel_acc,sel_correct,sel_total,bal_sel_acc,sel_acc_large_better,sel_acc_small_better,n_large_better,n_small_better,gap_bias,gap_slope,gap_corr,gap_spearman,l_r2,l_pearson_r,l_spearman_rho,s_r2,s_pearson_r,s_spearman_rho
prototype,linear,512,600,0.4974704890387858,295,593,0.5263996108705202,0.47123893805309736,0.5815602836879432,452,141,-0.04496865236635888,0.663095481039467,0.44669551971773697,0.07650181187999534,0.8352616343749995,0.9139264928729222,0.8708814892856199,0.6198075689574328,0.7872785840840794,0.6801234352107196
prototype,platt,512,600,0.4974704890387858,295,593,0.5263996108705202,0.47123893805309736,0.5815602836879432,452,141,-0.04009990859553906,0.5933880889040116,0.4363972742688316,0.07442699869584657,0.8331407000080014,0.91276541345956,0.8708814892856199,0.6224121417285974,0.7889310120210749,0.6801234352107196
prototype,isotonic,128,2355,0.36190897039328324,819,2263,0.5231664414056288,0.17462235649546828,0.8717105263157895,1655,608,-0.009870151932379667,0.09055696897418762,0.15433206966719254,0.06842973848964867,0.6615994674712687,0.8133876489542171,0.7156369046223122,0.5220778943296933,0.722549579149897,0.6065023331521596
prototype,linear,2048,150,0.5,75,150,0.5227218368811289,0.4778761061946903,0.5675675675675675,113,37,-0.04622606121146885,0.69545742886059,0.46121126042741045,0.03280749134467447,0.8464658220804571,0.9200357721743525,0.8931589704584435,0.6328690959472354,0.7955307008200472,0.6633420095710137
prototype,platt,2048,150,0.5,75,150,0.5227218368811289,0.4778761061946903,0.5675675675675675,113,37,-0.04122383578660208,0.6225102443992031,0.4508331126033623,0.058442955372142155,0.8448220351457786,0.9191420103258139,0.8931589704584435,0.6355001113549344,0.7971826085376765,0.6633420095710137
prototype,beta,2048,150,0.5,75,150,0.5227218368811289,0.4778761061946903,0.5675675675675675,113,37,-0.04636011444741177,0.7203967363995465,0.474693590230984,0.08857827094642451,0.8458880336714795,0.9197217153419177,0.8931589704584435,0.62227330657933,0.7888430177033514,0.6633420095710137
prototype,identity,128,2355,0.26866990720282813,608,2263,0.5,0.0,1.0,1655,608,-0.1243458708633107,0.35638207854526355,0.42539333465514784,0.13259790107893243,0.8046344667536397,0.8970141954025252,0.839485014656806,0.6042837772658701,0.7773569175519506,0.6832116454999169
prototype,identity,512,600,0.23777403035413153,141,593,0.5,0.0,1.0,452,141,-0.12596258515021094,0.41681091943275517,0.45640122339767264,0.09226518046083779,0.8352616343749992,0.913926492872922,0.8708814892856199,0.6198075689574328,0.7872785840840794,0.6801234352107196
prototype,identity,1024,300,0.24666666666666667,74,300,0.5,0.0,1.0,226,74,-0.12657023991329927,0.4314772429797206,0.4679467243690827,0.07754852873391918,0.8424666201545029,0.917859804193703,0.884559451480003,0.6306415851942672,0.7941294511565902,0.6724879680965292
prototype,identity,2048,150,0.24666666666666667,37,150,0.5,0.0,1.0,113,37,-0.126746364360251,0.43725924133837396,0.47135323399936724,0.06757777846480661,0.8464658220804575,0.9200357721743527,0.8931589704584435,0.6328690959472356,0.7955307008200473,0.6633420095710137
cot,beta,128,2355,0.26866990720282813,608,2263,0.5,0.0,1.0,1655,608,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
cot,beta,512,600,0.23777403035413153,141,593,0.5,0.0,1.0,452,141,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
cot,beta,1024,300,0.24666666666666667,74,300,0.5,0.0,1.0,226,74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
cot,beta,2048,150,0.24666666666666667,37,150,0.5,0.0,1.0,113,37,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
